Series Name,"Series Code","Country Name","Country Code","1990 [YR1990]","2000 [YR2000]","2008 [YR2008]","2009 [YR2009]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]"
GDP (current US$),"NY.GDP.MKTP.CD","Turkmenistan","TKM","3189539641.3171","2904662604.82053","19271523178.8079","20214385964.9123","22583157894.7368","29233333333.3333","35164210526.3158","39197543859.6491","43524210526.3158","35799628571.4286","36179885714.2857",".."
GDP (current US$),"NY.GDP.MKTP.CD","Turks and Caicos Islands","TCA","..","..","..","..","..","..","..","..","..","..","..",".."
GDP (current US$),"NY.GDP.MKTP.CD","Tuvalu","TUV","8824447.74022325","13742057.0500928","30290219.7617849","27101076.2751521","31823518.6204366","39312016.5033522","39875750.6730172","38322359.5288666","37259689.9224806","32673277.7402149","34218878.4390841",".."
GDP (current US$),"NY.GDP.MKTP.CD","Uganda","UGA","4304398865.88268","6193246837.09687","14239026629.639","18168902153.8569","20186496527.1276","20176751242.0546","23132149256.9744","24599553471.8672","27295207927.5612","27059447774.6626","24078931933.4578",".."
GDP (current US$),"NY.GDP.MKTP.CD","Ukraine","UKR","81456918678.5008","31261527363.144","179992405832.321","117227769791.56","136013155905.036","163159671670.265","175781379051.433","183310146378.081","133503411375.739","91030959454.6961","93270479388.5243",".."
GDP (current US$),"NY.GDP.MKTP.CD","United Arab Emirates","ARE","50701443748.2975","104337372362.151","315474615738.598","253547358747.447","289880430197.413","350908390034.037","374817974104.833","390427289203.54","403197682886.317","357949199754.935","348743265704.561",".."
GDP (current US$),"NY.GDP.MKTP.CD","United Kingdom","GBR","1093169389204.55","1647951278559.54","2890564338235.29","2382825985355.97","2441173394729.62","2619700404733.37","2662085168498.93","2739818680930.19","3022827781881.39","2885570309160.86","2650850178102.14",".."
GDP (current US$),"NY.GDP.MKTP.CD","United States","USA","5979589000000","10284779000000","14718582000000","14418739000000","14964372000000","15517926000000","16155255000000","16691517000000","17427609000000","18120714000000","18624475000000",".."
GDP (current US$),"NY.GDP.MKTP.CD","Uruguay","URY","9298839655.23138","22823255801.8447","30366213095.4256","31660911290.3226","40284481661.8726","47962439293.3696","51264390121.4144","57531233350.9101","57236013077.5187","53274304214.8174","52419720713.7316",".."
GDP (current US$),"NY.GDP.MKTP.CD","Uzbekistan","UZB","13360607990.6751","13760374487.51","29549438883.8338","33689223673.2577","39332770928.9426","45915191189.3237","51821573338.1312","57690453460.6205","63067077178.5381","66903804142.5395","67220335569.6147",".."
GDP (current US$),"NY.GDP.MKTP.CD","Vanuatu","VUT","158397403.041175","272014693.050806","607958616.143415","610066628.693058","700804286.224354","792149700.679116","781702874.106058","801787555.861121","814954306.971033","742432131.041002","773502895.927602",".."
GDP (current US$),"NY.GDP.MKTP.CD","Venezuela, RB","VEN","47028010660.9808","117140723529.412","315953388510.678","329787628928.472","393190682070.491","316482190800.364","381286237847.667","371006299120.244","482359318767.703","..","..",".."
GDP (current US$),"NY.GDP.MKTP.CD","Vietnam","VNM","6471740805.56984","31172518403.3162","99130304099.1274","106014659770.222","115931749697.241","135539438559.709","155820001920.492","171222025117.381","186204652922.262","193241108709.536","205276172134.901",".."
GDP (current US$),"NY.GDP.MKTP.CD","Virgin Islands (U.S.)","VIR","1564700032","..","4250000000","4203000000","4339000000","4239000000","4095000000","3764000000","3624000000","3765000000","..",".."
GDP (current US$),"NY.GDP.MKTP.CD","West Bank and Gaza","PSE","..","4313600000","6673500000","7268200000","8913100000","10465400000","11279400000","12476000000","12715600000","12673000000","13397100000",".."
GDP (current US$),"NY.GDP.MKTP.CD","Yemen, Rep.","YEM","5647251908.39695","9636342274.82408","26910851361.7555","25130274124.2524","30906749533.221","32726417878.391","35393148127.2755","40415233436.1767","43228583935.0365","37733919936.2465","27317605346.0714",".."
GDP (current US$),"NY.GDP.MKTP.CD","Zambia","ZMB","3285217391.30435","3600683039.73254","17910858637.9048","15328342303.9575","20265556273.582","23460098339.7453","25503370699.2015","28045460442.1876","27150630607.2032","21154394545.895","21063989682.5243",".."
GDP (current US$),"NY.GDP.MKTP.CD","Zimbabwe","ZWE","8783816700","6689957600","4415702800","8621573608.35314","10141859709.6169","12098450748.8603","14242490252.4289","15451768658.5469","15891049235.9908","16304667807.0657","16619960401.9038",".."
GDP (current US$),"NY.GDP.MKTP.CD","Arab World","ARB","446877161735.16","735025140326.516","2078208783580.33","1795804989045.25","2109667954478.21","2501553648412.73","2741238538444.31","2839626635836.57","2906616435186.9","2563301730344.97","2504702625568.63",".."
GDP (current US$),"NY.GDP.MKTP.CD","Caribbean small states","CSS","17884432804.7622","32256663837.939","66596542818.2652","55887477076.4319","60945499584.2842","66197591876.8357","70647852492.6344","71284814647.9944","71392784816.8765","69516216246.9776","66707362091.378",".."
