name,country,lat,lon,population,,,
Villa Presidente Frei, Ñuñoa, Santiago, Chile,CL,-33.46069,-70.58024,15000
Niel,BE,51.11096,4.33428,8656,,,
Juan de Acosta,CO,10.82813,-75.03341,8655,,,
Chatteris,GB,52.45405,0.05006,8655,,,
Luba,GQ,3.45683,8.55465,8655,,,
Cliza,BO,-17.58777,-65.93253,8654,,,
Viechtach,DE,49.08001,12.88566,8653,,,
Kpandae,GH,8.46885,-0.01127,8652,,,
Pézenas,FR,43.45953,3.42384,8647,,,
La Libertad,GT,16.78333,-90.11667,8646,,,
Ahrensbök,DE,54.00862,10.57434,8643,,,
Langres,FR,47.86667,5.33333,8638,,,
Huinca Renancó,AR,-34.84038,-64.3758,8637,,,
Migennes,FR,47.96548,3.51787,8637,,,
Valsequillo de Gran Canaria,ES,27.98562,-15.49725,8635,,,
Déols,FR,46.82934,1.70428,8635,,,
Soham,GB,52.33177,0.33869,8635,,,
Knaphill,GB,51.31892,-0.61541,8635,,,
Hermannsburg,DE,52.83254,10.08957,8634,,,
Biatorbágy,HU,47.4706,18.81892,8632,,,
Malvinas Argentinas,AR,-31.38333,-64.06667,8628,,,
Hemau,DE,49.05399,11.78195,8627,,,
Corat,AZ,40.57176,49.70509,8624,,,
Sontra,DE,51.07171,9.93558,8624,,,
Hermsdorf,DE,50.89694,11.8555,8624,,,
Nova Floresta,BR,-6.45528,-36.20333,8623,,,
Golbey,FR,48.19764,6.43966,8623,,,
Hardegsen,DE,51.65227,9.8305,8621,,,
Le Teil,FR,44.54679,4.68165,8620,,,
Uedem,DE,51.66667,6.3,8619,,,
Glastonbury,GB,51.14729,-2.71797,8617,,,
Box Hill,AU,-37.81887,145.12545,8616,,,
Hundested,DK,55.96667,11.86667,8615,,,
General Ramírez,AR,-32.17601,-60.20079,8614,,,
Cândido Mendes,BR,-1.44667,-45.71667,8613,,,
Awans,BE,50.66774,5.46329,8612,,,
Dardilly,FR,45.80506,4.75342,8612,,,
Qvareli,GE,41.95492,45.81716,8612,,,
Pacé,FR,48.14848,-1.77327,8608,,,
Braunton,GB,51.10847,-4.16131,8608,,,
Saint-Gély-du-Fesc,FR,43.69272,3.80492,8605,,,
Sonsbeck,DE,51.61667,6.36667,8604,,,
Kißlegg,DE,47.78894,9.88383,8604,,,
Urucará,BR,-2.53639,-57.76,8603,,,
Frontino,CO,6.78005,-76.1288,8603,,,
Paimpol,FR,48.77841,-3.04375,8603,,,
Liederbach,DE,50.12221,8.49397,8602,,,
Saint-Pierre-lès-Elbeuf,FR,49.27901,1.04305,8602,,,
Brighton,AU,-27.29582,153.05721,8600,,,
Haibach,DE,49.96444,9.20722,8600,,,
Groitzsch,DE,51.21202,12.60812,8598,,,
Budenheim,DE,50.01667,8.16667,8598,,,
Apolinario Saravia,AR,-24.43276,-63.99535,8595,,,
Urbach,DE,48.8168,9.5769,8593,,,
Crosne,FR,48.71922,2.45728,8592,,,
La Cruz,AR,-29.17443,-56.64326,8591,,,
Hohenbrunn,DE,48.04785,11.70224,8590,,,
Lakenheath,GB,52.41755,0.52211,8590,,,
Castelo do Piauí,BR,-5.32222,-41.5525,8589,,,
Pullach im Isartal,DE,48.06122,11.52148,8589,,,
Bihorel,FR,49.45468,1.1223,8589,,,
Gänserndorf,AT,48.33925,16.72016,8588,,,
Přelouč,CZ,50.03985,15.56031,8586,,,
Pencoed,GB,51.52371,-3.50016,8586,,,
Carcroft,GB,53.58282,-1.17648,8584,,,
Hellenthal,DE,50.48333,6.43333,8582,,,
Zorneding,DE,48.08433,11.82446,8581,,,
Krichim,BG,42.05,24.46667,8580,,,
Chipping Norton,AU,-33.9,150.95,8579,,,
Trørød,DK,55.83946,12.54432,8576,,,
Ensanche Luperón,DO,18.5,-69.9,8576,,,
Freckleton,GB,53.75433,-2.86489,8576,,,
Kingaroy,AU,-26.53994,151.8373,8573,,,
Crook,GB,54.7,-1.73333,8573,,,
Gourbeyre,GP,15.99378,-61.69138,8571,,,
Ntoum,GA,0.39051,9.76096,8569,,,
Akhmeta,GE,42.03111,45.2075,8569,,,
Le Beausset,FR,43.19853,5.80156,8568,,,
Rauco,CL,-34.92546,-71.31722,8566,,,
Nejdek,CZ,50.32242,12.72936,8565,,,
Inverell,AU,-29.77403,151.11166,8561,,,
Puerto Piray,AR,-26.46779,-54.71476,8557,,,
Mèze,FR,43.42504,3.6059,8557,,,
Ortuella,ES,43.31113,-3.05617,8556,,,
Coolum Beach,AU,-26.53333,153.09123,8555,,,
Freystadt,DE,49.20007,11.33032,8555,,,
Petit-Canal,GP,16.37836,-61.48788,8554,,,
Dammartin-en-Goële,FR,49.05423,2.67777,8552,,,
Nairn,GB,57.58094,-3.87973,8551,,,
Halen,BE,50.94837,5.11096,8548,,,
Saint-Affrique,FR,43.95575,2.88915,8548,,,
Mantenópolis,BR,-18.8625,-41.12278,8547,,,
Wissen,DE,50.77915,7.73466,8547,,,
Monmouth,GB,51.81265,-2.71363,8547,,,
Almagro,ES,38.88941,-3.71132,8546,,,
Bandol,FR,43.13709,5.7316,8546,,,
Wittenbach,CH,47.46308,9.37761,8542,,,
Asikkala,FI,61.21667,25.5,8540,,,
Lamorlaye,FR,49.16246,2.44687,8540,,,
Meythet,FR,45.91836,6.09422,8538,,,
Rimbach,DE,49.625,8.76306,8537,,,
Siderópolis,BR,-28.59778,-49.42444,8536,,,
Billy-Montigny,FR,50.41711,2.90286,8533,,,
Piedra Blanca,DO,18.84431,-70.31688,8531,,,
Wiener Neudorf,AT,48.08278,16.31384,8530,,,
Moratalla,ES,38.18928,-1.89183,8530,,,
Weida,DE,50.77449,12.06028,8528,,,
Vejen,DK,55.48333,9.15,8525,,,
Daun,DE,50.19716,6.82942,8523,,,
Beihuaidian,CN,39.25854,117.56378,8520,,,
Mascot,AU,-33.93333,151.2,8518,,,
Crest,FR,44.72836,5.02722,8517,,,
Oakengates,GB,52.69501,-2.45036,8517,,,
Laufenburg,DE,47.56512,8.06045,8515,,,
Olvera,ES,36.93418,-5.26678,8515,,,
Nörten-Hardenberg,DE,51.62878,9.93593,8514,,,
Måløv,DK,55.75528,12.32327,8513,,,
Nieder-Olm,DE,49.91166,8.20533,8511,,,
Engerwitzdorf,AT,48.34507,14.44204,8510,,,
Loudun,FR,47.00788,0.08296,8510,,,
Steinhausen,CH,47.1951,8.48581,8509,,,
Urumita,CO,10.55894,-73.01232,8509,,,
Mont-Saint-Martin,FR,49.5467,5.79375,8509,,,
Major Isidoro,BR,-9.53222,-36.985,8507,,,
Archidona,ES,37.09654,-4.38869,8506,,,
Charvieu-Chavagneux,FR,45.75,5.15,8506,,,
Saint-Jacques-de-la-Lande,FR,48.06514,-1.72086,8505,,,
Rethel,FR,49.51667,4.36667,8505,,,
Le Taillan-Médoc,FR,44.9052,-0.6706,8505,,,
Cassà de la Selva,ES,41.88784,2.87524,8504,,,
Port-Saint-Louis-du-Rhône,FR,43.38734,4.82609,8503,,,
Žepče,BA,44.42667,18.03778,8502,,,
Dornstadt,DE,48.46697,9.94434,8502,,,
Yaycı,AZ,38.9427,45.7319,8500,,,
Kirkwall,GB,58.98479,-2.95873,8500,,,
Miraí,BR,-21.19528,-42.61417,8499,,,
Ichenhausen,DE,48.37119,10.30706,8499,,,
Rum,AT,47.28333,11.45,8498,,,
Amesbury,GB,51.17172,-1.77897,8497,,,
Coswig,DE,51.88618,12.4501,8495,,,
Bellheim,DE,49.19833,8.27944,8494,,,
Tiptree,GB,51.81259,0.74887,8490,,,
Borsdorf,DE,51.35,12.53333,8489,,,
Lyaskovets,BG,43.11111,25.72833,8488,,,
Saint-Aubin-lès-Elbeuf,FR,49.3036,1.01056,8486,,,
Gueugnon,FR,46.60357,4.06286,8486,,,
Hallstadt,DE,49.92901,10.87539,8485,,,
Padre Las Casas,DO,18.73172,-70.93916,8485,,,
Southwater,GB,51.02369,-0.35173,8483,,,
Nittenau,DE,49.19425,12.26741,8478,,,
Dimako,CM,4.38333,13.56667,8476,,,
Ambam,CM,2.38333,11.28333,8476,,,
San Antonio,CO,9.93303,-74.69346,8476,,,
Kiseljak,BA,43.94295,18.08132,8475,,,
Broughton Astley,GB,52.52787,-1.21768,8475,,,
Ingle Farm,AU,-34.83333,138.63333,8474,,,
Pontchâteau,FR,47.43797,-2.09011,8474,,,
Le Muy,FR,43.47381,6.56452,8474,,,
Clayton le Moors,GB,53.76667,-2.38333,8474,,,
Taco Pozo,AR,-25.61667,-63.28333,8470,,,
La Victoria de Acentejo,ES,28.43231,-16.46232,8469,,,
Chicoana,AR,-25.10088,-65.5331,8468,,,
Beeskow,DE,52.17291,14.24597,8468,,,
Armadale,AU,-37.8552,145.02176,8467,,,
Séné,FR,47.619,-2.737,8465,,,
Chiantla,GT,15.35472,-91.45833,8465,,,
Otterburn Park,CA,45.53338,-73.21585,8464,,,
Evinayong,GQ,1.43677,10.55124,8462,,,
Kunhegyes,HU,47.36667,20.63333,8462,,,
Titz,DE,51.00619,6.42477,8461,,,
Yongning,CN,24.68,118.69,8460,,,
Craponne,FR,45.74684,4.72661,8460,,,
Raunds,GB,52.34428,-0.53657,8459,,,
Anávyssos,GR,37.73333,23.95,8459,,,
Unieux,FR,45.4004,4.27812,8456,,,
Puerto Vilelas,AR,-27.51414,-58.93906,8455,,,
Ledeberg,BE,51.03859,3.74458,8454,,,
Groß Kreutz,DE,52.40281,12.7794,8453,,,
Huotong,CN,26.84972,119.41806,8450,,,
Achacachi,BO,-16.05,-68.68333,8447,,,
Libercourt,FR,50.48322,3.01584,8443,,,
Montanhas,BR,-6.48583,-35.2875,8442,,,
Broadwater,GB,50.81667,-0.36667,8442,,,
Červený Kostelec,CZ,50.47626,16.09289,8441,,,
Warnemünde,DE,54.1767,12.08402,8441,,,
Naila,DE,50.33034,11.70463,8441,,,
Livron-sur-Drôme,FR,44.7731,4.84705,8440,,,
Brandon,GB,52.38199,-1.39956,8440,,,
Rain,DE,48.69029,10.91611,8438,,,
Sæby,DK,57.33188,10.52251,8435,,,
Achí,CO,8.56818,-74.55405,8434,,,
Bad Griesbach,DE,48.45181,13.19329,8431,,,
Thann,FR,47.81667,7.08333,8429,,,
Traipu,BR,-9.97056,-37.00333,8427,,,
Hornsea,GB,53.91041,-0.16806,8427,,,
Eu,FR,50.04606,1.42079,8425,,,
San Miguel Dueñas,GT,14.52389,-90.79833,8424,,,
Vallegrande,BO,-18.48923,-64.10609,8422,,,
Ploërmel,FR,47.93172,-2.39781,8422,,,
Lésigny,FR,48.74374,2.61518,8421,,,
Joondalup,AU,-31.74445,115.76835,8420,,,
San Pedro,BZ,17.91598,-87.9659,8418,,,
Dauphin,CA,51.14941,-100.05023,8418,,,
Cooper’s Town,BS,26.86667,-77.51667,8413,,,
Dannenberg,DE,53.0967,11.09001,8413,,,
Pibrac,FR,43.62042,1.2854,8413,,,
Water Eaton,GB,51.98697,-0.72188,8412,,,
Kleinostheim,DE,50,9.06667,8409,,,
Arnstein,DE,49.97767,9.96983,8409,,,
Colonia Aurora,AR,-27.47428,-54.52498,8407,,,
Finkenstein am Faaker See,AT,46.56556,13.86528,8406,,,
Mareeba,AU,-16.995,145.42323,8403,,,
Laitila,FI,60.87575,21.69765,8403,,,
Peebles,GB,55.6519,-3.1888,8403,,,
Bichvint’a,GE,43.16198,40.34102,8401,,,
Kerbakhiar,AZ,40.10984,46.04446,8400,,,
Gŭlŭbovo,BG,42.13333,25.85,8400,,,
Gomaringen,DE,48.45349,9.09582,8400,,,
Sawbridgeworth,GB,51.81667,0.15,8400,,,
Cunén,GT,15.3375,-91.02694,8400,,,
Lenti,HU,46.62403,16.53863,8399,,,
Jebrail,AZ,39.39917,47.02834,8396,,,
Sopó,CO,4.9075,-73.9384,8396,,,
Portstewart,GB,55.18132,-6.71402,8394,,,
Tarleton,GB,53.68005,-2.82968,8393,,,
Palmares do Sul,BR,-30.25778,-50.50972,8392,,,
Naama,DZ,33.26667,-0.31667,8390,,,
Kokemäki,FI,61.25647,22.35643,8390,,,
Piloña,ES,43.35,-5.36667,8389,,,
Kandel,DE,49.08277,8.1972,8385,,,
Bois-des-Filion,CA,45.66678,-73.74918,8383,,,
Jouy-en-Josas,FR,48.75909,2.16966,8383,,,
Ercsi,HU,47.25194,18.89623,8383,,,
Mainaschaff,DE,49.98167,9.09,8382,,,
Arboletes,CO,8.85051,-76.42694,8380,,,
Herenthout,BE,51.1401,4.75572,8378,,,
Ebensee,AT,47.80716,13.779,8376,,,
Rakitovo,BG,41.98333,24.08333,8376,,,
Chantonnay,FR,46.68702,-1.05024,8375,,,
Berd,AM,40.88135,45.38901,8374,,,
São João da Ponte,BR,-15.92917,-44.00778,8373,,,
Oberkochen,DE,48.78379,10.10519,8373,,,
Segorbe,ES,39.85,-0.48333,8371,,,
Lipník nad Bečvou,CZ,49.52721,17.58594,8369,,,
Mnichovo Hradiště,CZ,50.5272,14.97134,8368,,,
Denbigh,GB,53.18333,-3.41667,8364,,,
Balatonalmádi,HU,47.03526,18.02076,8364,,,
Yotoco,CO,3.86048,-76.38364,8362,,,
La Unión,CO,5.97431,-75.36195,8361,,,
Söhlde,DE,52.18898,10.23239,8361,,,
Cassis,FR,43.21241,5.5451,8361,,,
Levuka,FJ,-18.06667,179.31667,8360,,,
Richmond,GB,51.46005,-0.30075,8360,,,
El Galpón,AR,-25.38069,-64.65259,8357,,,
Mount Barker,AU,-35.06667,138.86667,8357,,,
Centenário do Sul,BR,-22.82111,-51.59528,8357,,,
Pirpirituba,BR,-6.78,-35.49861,8355,,,
Akim Swedru,GH,5.8938,-1.01636,8355,,,
Juprelle,BE,50.7076,5.53127,8354,,,
Pfastatt,FR,47.77044,7.30103,8354,,,
Polgár,HU,47.86667,21.11667,8347,,,
Dryanovo,BG,42.97897,25.4785,8346,,,
Staufenberg,DE,50.66197,8.73158,8346,,,
Cantanhede,BR,-3.63333,-44.37667,8344,,,
Canals,AR,-33.56542,-62.88927,8343,,,
Solsona,ES,41.99395,1.51706,8343,,,
Villeneuve-lès-Maguelone,FR,43.53333,3.86667,8343,,,
Schwaig,DE,49.46955,11.20064,8340,,,
Reinfeld,DE,53.83184,10.49126,8340,,,
Lastoursville,GA,-0.81742,12.70818,8340,,,
Burela de Cabo,ES,43.65,-7.4,8338,,,
Didymóteicho,GR,41.34806,26.49611,8336,,,
Aytré,FR,46.1357,-1.11452,8335,,,
Grigny,FR,45.61128,4.79589,8331,,,
Santa Rosa,AR,-28.26318,-58.11891,8330,,,
Purkersdorf,AT,48.20769,16.17539,8327,,,
Spelle,DE,52.36667,7.46667,8327,,,
Brightlingsea,GB,51.81164,1.02336,8327,,,
Bentley,AU,-32,115.91667,8323,,,
Meinersen,DE,52.47436,10.35247,8322,,,
Brassall,AU,-27.59753,152.74755,8320,,,
Juripiranga,BR,-7.37333,-35.23806,8320,,,
Xiabaishi,CN,26.81528,119.67917,8320,,,
Shuangjiang,CN,26.15467,109.7138,8320,,,
Bad Schussenried,DE,48.00468,9.65741,8319,,,
Les Angles,FR,43.95806,4.76342,8318,,,
Koekelare,BE,51.09047,2.9783,8317,,,
Trofaiach,AT,47.41667,15,8313,,,
Potoci,BA,43.40953,17.87855,8312,,,
Muniz Freire,BR,-20.46417,-41.41306,8312,,,
Sainte-Adresse,FR,49.5089,0.08446,8310,,,
Tournan-en-Brie,FR,48.74146,2.772,8309,,,
Remolino,CO,10.70198,-74.71602,8308,,,
Koufália,GR,40.77778,22.57194,8305,,,
Möckmühl,DE,49.3249,9.35837,8304,,,
Sint-Martens-Latem,BE,51.01459,3.63779,8303,,,
Princes Risborough,GB,51.72549,-0.83144,8302,,,
Bourg-Saint-Andéol,FR,44.37566,4.64273,8301,,,
Slawharad,BY,53.4429,31.0014,8300,,,
Astravyets,BY,54.61378,25.95537,8300,,,
Dzyatlava,BY,53.4631,25.4068,8300,,,
Puerto Bolívar,EC,-3.26649,-79.99749,8300,,,
Oulainen,FI,64.26667,24.8,8300,,,
Toijala,FI,61.16911,23.86565,8300,,,
Paulsstadt,DE,53.63283,11.40372,8299,,,
Týn nad Vltavou,CZ,49.2234,14.42057,8296,,,
Großbottwar,DE,49.00147,9.29348,8294,,,
Tura,HU,47.60924,19.60279,8294,,,
Saint-Laurent-de-la-Salanque,FR,42.7727,2.98998,8293,,,
Cappelle-la-Grande,FR,50.99979,2.35848,8293,,,
Sarmiento,AR,-45.58815,-69.06996,8292,,,
Santiago,CR,9.84636,-84.31428,8292,,,
Monteagudo,BO,-19.79989,-63.95462,8289,,,
Siegsdorf,DE,47.93072,12.29805,8288,,,
Harfleur,FR,49.5066,0.19827,8286,,,
Chaponost,FR,45.70592,4.74441,8286,,,
Mamurras,AL,41.5775,19.69222,8282,,,
Kusterdingen,DE,48.52291,9.11977,8282,,,
Kueps Oberfranken,DE,50.19265,11.276,8282,,,
Burpengary,AU,-27.15746,152.95758,8280,,,
Algermissen,DE,52.25332,9.96915,8280,,,
Tordesillas,ES,41.50202,-5.00146,8277,,,
Medebach,DE,51.19713,8.70635,8276,,,
Vert-Saint-Denis,FR,48.56818,2.62008,8275,,,
Blain,FR,47.47655,-1.76285,8274,,,
Heek,DE,52.11667,7.1,8272,,,
Neresheim,DE,48.75511,10.33041,8271,,,
Nangis,FR,48.55535,3.01306,8271,,,
Winkler,CA,49.1817,-97.94104,8270,,,
Carhaix-Plouguer,FR,48.27594,-3.57326,8270,,,
Wetzendorf,DE,49.47056,11.04148,8268,,,
Gagra,GE,43.30387,40.25614,8266,,,
Dasht-e Archī,AF,37.13333,69.16667,8263,,,
Innisfail,AU,-17.52209,146.03102,8262,,,
Toluviejo,CO,9.45082,-75.43864,8260,,,
Garuhapé,AR,-26.81768,-54.95664,8259,,,
Hilzingen,DE,47.76667,8.78333,8258,,,
Akaa,FI,61.16667,23.86667,8258,,,
Sülysáp,HU,47.45206,19.53369,8258,,,
Concord,CA,43.80011,-79.48291,8255,,,
Broumov,CZ,50.58566,16.33181,8254,,,
Zürich (Kreis 2) / Enge,CH,47.3605,8.53127,8253,,,
Towcester,GB,52.13359,-0.99057,8253,,,
Desborough,GB,52.44183,-0.82126,8253,,,
Mosman Park,AU,-32,115.75,8251,,,
Fredensborg,DK,55.97558,12.40314,8249,,,
Njinikom,CM,6.23333,10.28333,8247,,,
Ndikiniméki,CM,4.76667,10.83333,8247,,,
Les Anglais,HT,18.3054,-74.21968,8247,,,
Darfield,GB,53.5339,-1.37595,8246,,,
Fojnica,BA,43.95952,17.90288,8244,,,
Bad Sachsa,DE,51.59499,10.55546,8244,,,
Neunkirchen am Brand,DE,49.61204,11.12967,8243,,,
Beauraing,BE,50.11042,4.95554,8242,,,
Azuaga,ES,38.26667,-5.68333,8242,,,
Bedwas,GB,51.59183,-3.19886,8242,,,
Dongdai,CN,26.24366,119.61566,8240,,,
Frielendorf,DE,50.98333,9.33333,8239,,,
Bracebridge,CA,45.03341,-79.31633,8238,,,
Schnaittach,DE,49.55958,11.34328,8238,,,
Cotacachi,EC,0.30107,-78.26428,8238,,,
Brinkmann,AR,-30.8659,-62.03742,8237,,,
Silvania,CO,4.40367,-74.3867,8237,,,
Lorgues,FR,43.49361,6.3611,8237,,,
Dalton in Furness,GB,54.15,-3.16667,8236,,,
Selters,DE,50.51681,8.28953,8235,,,
Efringen-Kirchen,DE,47.65,7.56667,8235,,,
Shotts,GB,55.81951,-3.79749,8235,,,
Murrumbeena,AU,-37.89023,145.07112,8232,,,
Muhos,FI,64.80798,25.99314,8232,,,
Annan,GB,54.98839,-3.25647,8231,,,
Notre-Dame-des-Prairies,CA,46.05007,-73.43245,8230,,,
Schonungen,DE,50.05008,10.30809,8230,,,
Síndos,GR,40.67045,22.80545,8228,,,
Tišnov,CZ,49.34872,16.42438,8227,,,
Aiquile,BO,-18.20408,-65.18068,8224,,,
Freshwater,GB,50.692,-1.50787,8224,,,
Hope Valley,AU,-34.83333,138.7,8223,,,
Ramsey,GB,52.44816,-0.10703,8220,,,
Pácora,CO,5.52708,-75.4593,8218,,,
Noisy-le-Roi,FR,48.84445,2.06345,8218,,,
Wietze,DE,52.65,9.83333,8216,,,
Humberston,GB,53.53036,-0.02465,8216,,,
Dornstetten,DE,48.47198,8.49817,8215,,,
Ilsfeld,DE,49.05548,9.24598,8214,,,
Wriezen,DE,52.72091,14.13425,8213,,,
Radlett,GB,51.68593,-0.31868,8213,,,
Našice,HR,45.48861,18.08778,8213,,,
Milići,BA,44.17016,19.09195,8210,,,
Roquevaire,FR,43.35021,5.60414,8210,,,
Langenberg,DE,51.78333,8.31667,8207,,,
Évian-les-Bains,FR,46.40111,6.58793,8207,,,
Cisneros,CO,6.53833,-75.08861,8204,,,
Fohnsdorf,AT,47.2,14.68333,8203,,,
Moree,AU,-29.46278,149.84157,8203,,,
Timaná,CO,1.97136,-75.93123,8203,,,
Malchin,DE,53.7399,12.76539,8202,,,
Itaguaçu,BR,-19.80194,-40.85556,8201,,,
Althengstett,DE,48.72325,8.79434,8201,,,
Yeghegnadzor,AM,39.76389,45.33239,8200,,,
Berriozar,ES,42.83067,-1.66648,8199,,,
Wallingford,GB,51.59982,-1.1248,8198,,,
Dryden,CA,49.78334,-92.75032,8195,,,
La Bruyère,BE,50.39478,4.61444,8194,,,
Lysá nad Labem,CZ,50.20143,14.83281,8194,,,
Huéscar,ES,37.81104,-2.54116,8194,,,
Hochdorf,CH,47.16667,8.28333,8192,,,
Dokshytsy,BY,54.8918,27.7667,8190,,,
Strathaven,GB,55.6771,-4.0668,8190,,,
São Filipe,CV,14.8961,-24.49556,8189,,,
Veauche,FR,45.56294,4.29031,8189,,,
Alcàsser,ES,39.36667,-0.43333,8188,,,
Essen,DE,52.72258,7.9371,8185,,,
Pancas,BR,-19.225,-40.85139,8183,,,
Füzesabony,HU,47.75,20.41667,8182,,,
Vogošća,BA,43.90225,18.34438,8180,,,
Tubará,CO,10.87444,-74.97889,8180,,,
Lara,AU,-38.02388,144.40617,8179,,,
Kruishoutem,BE,50.90168,3.52588,8179,,,
Roetgen,DE,50.65,6.2,8177,,,
Hausham,DE,47.7466,11.84069,8177,,,
Pampa del Infierno,AR,-26.50517,-61.17436,8176,,,
Calingasta,AR,-31.33084,-69.40783,8176,,,
Mühlhausen,DE,49.24861,8.72667,8176,,,
Talange,FR,49.2367,6.17282,8175,,,
Highworth,GB,51.63051,-1.711,8174,,,
Pensilvania,CO,5.38346,-75.16122,8173,,,
Neunburg vorm Wald,DE,49.34782,12.38621,8172,,,
Sauzal,ES,28.46667,-16.41667,8172,,,
Aulnoy-lez-Valenciennes,FR,50.33333,3.53333,8172,,,
Devnya,BG,43.22222,27.56944,8171,,,
Ceret,FR,42.48533,2.74804,8171,,,
Yvoir,BE,50.3279,4.88059,8169,,,
Lichtervelde,BE,51.03333,3.15,8169,,,
Berg,DE,47.82589,11.49814,8168,,,
Schöppingen,DE,52.1,7.23333,8165,,,
Pajapita,GT,14.71667,-92.03333,8164,,,
Taber,CA,49.78703,-112.14603,8163,,,
Basse-Goulaine,FR,47.21167,-1.46748,8160,,,
Zomergem,BE,51.11994,3.56496,8158,,,
Bassenge,BE,50.75883,5.60989,8151,,,
Hausjärvi,FI,60.78333,24.93333,8151,,,
Lanark,GB,55.67371,-3.7817,8151,,,
Sulzbach,DE,50.13396,8.52796,8149,,,
Honfleur,FR,49.41985,0.23294,8148,,,
Heiden,DE,51.83333,6.93333,8147,,,
Bützow,DE,53.84832,11.98256,8146,,,
Ourém,BR,-1.55194,-47.11444,8145,,,
Xindian,CN,24.61006,118.24068,8145,,,
Moyuta,GT,14.03861,-90.08083,8145,,,
Bühlertal,DE,48.68569,8.18876,8144,,,
Lengenfeld,DE,50.5694,12.36408,8141,,,
Vitez,BA,44.15424,17.79008,8140,,,
Kalampáka,GR,39.70444,21.62694,8138,,,
Spáta,GR,37.96163,23.91514,8137,,,
Pirdop,BG,42.7,24.18333,8136,,,
Pau Brasil,BR,-15.46417,-39.65111,8136,,,
Beddau,GB,51.55398,-3.35814,8134,,,
Aspach,DE,48.96667,9.4,8131,,,
Kirchberg,CH,47.41159,9.0402,8127,,,
Claix,FR,45.12254,5.67481,8127,,,
Crozon,FR,48.24643,-4.48993,8123,,,
Cabriès,FR,43.44127,5.37884,8122,,,
Epanomí,GR,40.42638,22.92862,8121,,,
Biaokou,CN,39.32528,117.55378,8120,,,
Houplines,FR,50.69499,2.91518,8119,,,
Windermere,GB,54.38086,-2.90709,8118,,,
Cébazat,FR,45.83405,3.10048,8114,,,
Bourg-Saint-Maurice,FR,45.61716,6.76902,8114,,,
Gastoúni,GR,37.85,21.25,8114,,,
Enderby,GB,52.58778,-1.20619,8113,,,
Nuevo Progreso,GT,14.8,-91.91667,8113,,,
Wolfurt,AT,47.46667,9.75,8110,,,
Vern-sur-Seiche,FR,48.04514,-1.60057,8110,,,
Mourenx,FR,43.38333,-0.6,8109,,,
Clayton West,GB,53.59501,-1.61107,8109,,,
Thorpe Hamlet,GB,52.63032,1.31337,8109,,,
Morinville,CA,53.80014,-113.65203,8108,,,
Jászárokszállás,HU,47.64238,19.98038,8107,,,
Totnes,GB,50.43107,-3.6843,8106,,,
Bornos,ES,36.81677,-5.74448,8105,,,
Treorchy,GB,51.65958,-3.50587,8105,,,
Gárdony,HU,47.20942,18.63607,8105,,,
Coronel Moldes,AR,-33.6227,-64.59711,8104,,,
Lagoa Seca,BR,-7.17083,-35.85361,8103,,,
Wenzenbach,DE,49.07561,12.19954,8101,,,
Sembakung,ID,3.81667,117.25,8098,,,
Taperoá,BR,-13.53806,-39.09861,8095,,,
Ottobeuren,DE,47.9413,10.29971,8095,,,
Malzéville,FR,48.71181,6.18176,8095,,,
San Jerónimo,GT,15.05,-90.2,8093,,,
Japaratuba,BR,-10.59333,-36.94028,8092,,,
Bonabéri,CM,4.0779,9.6759,8091,,,
Soledade,BR,-7.05722,-36.36278,8090,,,
Essey-lès-Nancy,FR,48.70179,6.22425,8090,,,
Wattwil,CH,47.30225,9.08757,8089,,,
Doué-la-Fontaine,FR,47.19372,-0.27492,8089,,,
Saint-Félicien,CA,48.65007,-72.44906,8088,,,
Maria Enzersdorf,AT,48.1,16.28333,8085,,,
Moritzburg,DE,51.15922,13.68021,8085,,,
Isle,FR,45.80272,1.21213,8085,,,
Lambesc,FR,43.65311,5.26282,8084,,,
General Salgado,BR,-20.64833,-50.36056,8083,,,
Roussillon,FR,45.37302,4.80725,8082,,,
Oban,GB,56.41269,-5.47062,8081,,,
Blairgowrie,GB,56.59157,-3.34045,8081,,,
Concepción Chiquirichapa,GT,14.85,-91.61667,8080,,,
Ramstein-Miesenbach,DE,49.44452,7.55533,8078,,,
Ararat,AU,-37.28542,142.92728,8076,,,
Hallbergmoos,DE,48.32747,11.75142,8074,,,
Saint-Rémy-lès-Chevreuse,FR,48.70708,2.07692,8072,,,
Bridgewater,CA,44.38345,-64.51546,8070,,,
Kandern,DE,47.71393,7.66237,8070,,,
Maidenbower,GB,51.10781,-0.15286,8070,,,
Ubaíra,BR,-13.26806,-39.66278,8069,,,
Tangará,BR,-6.19944,-35.80167,8067,,,
Soplaviento,CO,10.39306,-75.14083,8067,,,
Lyubimets,BG,41.83333,26.08333,8065,,,
Castro del Río,ES,37.69125,-4.48058,8065,,,
Anori,BR,-3.77278,-61.64417,8064,,,
Ballenstedt,DE,51.719,11.23265,8064,,,
Bertrix,BE,49.85596,5.25539,8063,,,
Perros-Guirec,FR,48.81454,-3.43963,8062,,,
Fiambalá,AR,-27.68705,-67.6149,8061,,,
Chiasso,CH,45.83203,9.03119,8060,,,
Saint-Grégoire,FR,48.15085,-1.68706,8058,,,
Cabezón de la Sal,ES,43.30824,-4.23571,8057,,,
Heikendorf,DE,54.36667,10.2,8056,,,
Dunblane,GB,56.18843,-3.96417,8056,,,
